text,label,source
"Amid all this controversy and uncertainty about global climate change , Obama blindly insists that his theory of global warming “ is beyond dispute ” and attacks his critics as “ deniers . ”",1,logical_fallacy
"People have believed that fish is ""brain food"" for decades, so I don't believe the  FDA when they claim that eating fish does not enhance the intellect.",0,logical_fallacy
"""You must obey the law, because it's illegal to break the law.""

What logical fallacy is used in the statement above?",0,logical_fallacy
"Student: Logical Fallacies have nothing to do with my life and I don’t want to learn them!
Teacher: You are too young to understand why it’s important!
Estudiante: ¡Las falacias lógicas no tienen nada que ver con mi vida y no quiero aprenderlas!
Maestro: Eres demasiado joven para entender por qué es importanto!",1,logical_fallacy
"I did not complete my homework last night? Well, you did not do yours last weak either.",1,logical_fallacy
Look at that face! Would anyone vote for that? Can you imagine that as the face of our next president?,1,logical_fallacy
"We cannot unlock our child from the closet because if we do, she will want to roam the house.  If we let her roam the house, she will want to roam the neighborhood.  If she roams the neighborhood, she will get picked up by a stranger in a van, who will sell her in a sex slavery ring in some other country.  Therefore, we should keep her locked up in the closet.",0,logical_fallacy
Of course you don't like rap or hip-hop music! You wear the same clothes every day and have zero fashion sense.,1,logical_fallacy
"18 years after 1998 , global warming still has not created the runaway warming we were told to expect .",0,logical_fallacy
"A fallacy of relevance where someone rejects or criticizes another person’s view on the basis of personal characteristics, background, physical appearance, or other features irrelevant to the",1,logical_fallacy
"My opponent in this election claims to have the best interests of our community at heart. However, he is separated from his family. Isn’t family the basic unit of society? How can we entrust the concerns of the community to someone who was not able to keep his family together?",1,logical_fallacy
"""University of Virginia professor [Charlotte] Patterson, considered a leading researcher in the field, says she has reviewed 22 studies involving offspring of gays ranging from toddlers to adults. She found none convincing [sic] that the children had suffered or were more than normally inclined to be gay. [...] Conservatives discredit Patterson by pointing out that she is an acknowledged lesbian, with a presumed ideological interest in the subject she studies.""",1,logical_fallacy
"Bill says Jenny would make a good class president, but Bill makes bad grades, so we shouldn’t vote for Jenny.",1,logical_fallacy
"""My opponent suggests that lowering taxes will be a good idea, this is coming from a woman to eats a pint of Ben and Jerry's each night!""",1,logical_fallacy
This fallacy is a distraction from the argument typically with some sentiment that seems to be relevant but isn’t really on-topic.,0,logical_fallacy
"Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine.",1,logical_fallacy
You can't believe Jack when he says there is a God because he doesn't even have a job.,1,logical_fallacy
"""Once a year, a miracle causes this large rock to float about ten centimeters off the ground since supernatural powers want us to remember the martyrs who died in that spot.""",0,logical_fallacy
"Senator Jones supports a strong national defense. If you do vote for him, our country will be invaded, and it will start World War III.",0,logical_fallacy
Dismissing someone's viewpoint on an issue because he himself is inconsistent in that very thing.,1,logical_fallacy
I dropped the ball because Mercury is in retrograde.,0,logical_fallacy
We know the virus started in a lab because it's too deadly to have just been the result of basic circumstance. But it hasn't been as deadly for China which proves that it's lab-made. Because it's deadly.,0,logical_fallacy
"If voluntary euthanasia were to be legalized it would prove impossible to avoid the legislation, or, at least, toleration, of non-voluntary euthanasia. Even if the former can be justified, the latter clearly cannot. Hence, it is better that the first step (legalizing voluntary euthanasia) not be taken so as to prevent a slide into non-volunteer euthanasia.",0,logical_fallacy
"As recently as 1995 , it was thought to be stable .",0,logical_fallacy
"""Her arguments against the protest were weak. After all, she can't be fair; she works for the government.""",1,logical_fallacy
"Charlie: Fast food is filled with salt, fat, and added sugars.  We need better regulation of the industry.
Bob: That may be, but you're sure a hypocrite!  I saw you devour a Triple-Baconator, super-sized fries, and 64 ounces of soda yesterday.",1,logical_fallacy
"One was the revelation by the European Space Agency that in 2013 and 2014 , after years when the volume of Arctic ice had been diminishing , it increased again by as much as 33 per cent . The other was that Canadian scientists studying the effect of climate change on Arctic ice from an icebreaker had to suspend their research , when their vessel was called to the aid of other ships trapped in the thickest summer ice seen in Hudson Bay for 20 years .",0,logical_fallacy
We can't believe what he says out of that ugly mouth of his.,1,logical_fallacy
"Well , not a debate … because climate alarmists who were invited didn ’ t show .",1,logical_fallacy
"It ’ s one that has often been celebrated by climate change skeptics and contrarians who have long contended that global warming won ’ t be all bad , and that plants might help offset any global warming trend .",0,logical_fallacy
"""Don't listen to Eddie's arguments on education. He didn't even finish high school"" is an example of",1,logical_fallacy
"Billy - ""An apple is a vegetable."" Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,1,logical_fallacy
"""In his class president election video, he called his student opponent 'a brown-nosing, suck up who only wanted to get on the teacher's good side,' which got him disqualified"" IS an example of THIS fallacy.",1,logical_fallacy
I'm hardly prepared to listen to the arguments of an ignorant moron like you.,1,logical_fallacy
Don't believe what Kim says about global warming. Kim dropped out of college!,1,logical_fallacy
"Yeah, I think everyone's opinion counts on moral matters like that, but that Lila sleeps around with anything. I know of at least one marriage she's broken up, so why should her opinion count on anything, much less morality?",1,logical_fallacy
"Ladies and gentlemen of the jury, look at the bloody clothes, the murder weapon. Imagine the helpless screams of the victim. Such a crime deserves no verdict except guilty, guilty!",0,logical_fallacy
"Dr Browman , who is also principal research scientist at the Norwegian Institute of Marine Research , found there had been huge increase in articles on ocean acidification in recent years , rising from five in 2005 to 600 last year . He said that a handful of influential scientific journals and lobbying by international organisations had turned ocean acidification into a major issue .",0,logical_fallacy
"God did not create the world six thousand years ago because matter has always existed, and therefore the world has always existed.",0,logical_fallacy
"However , climate realists can make lemonade from EDF ’ s preposterous mailer by using it to show open-minded people the difference between global warming alarmists and global warming truth-tellers . EDF has assembled what it believes to be the 10 most powerful global warming assertions in the alarmists ’ playbook , yet each assertion either backfires on alarmists or has been proven false .",1,logical_fallacy
"There you are cheating on your husband, how could you ever tell us anything meaningful about ethics?",1,logical_fallacy
"Sounding more like an Old Testament doomsayer than a president , Obama warned in his Alaska speech that unless carbon fuels are restricted , “ we will condemn our children to a planet beyond their capacity to repair : Submerged countries .",1,logical_fallacy
"The new vice president has never gone to public school, so he can never connect to the middle and lower class.",1,logical_fallacy
That's what you'd expect someone like him/her to say,1,logical_fallacy
"People generally like to walk on the beach. Beaches have sand. Therefore, having sand floors in homes would be a great idea!",0,logical_fallacy
My teacher always brings up stuff about Women's Rights. She only cares about it because she is a woman. The stats she shows us are probably bias.,1,logical_fallacy
Global human emissions are only 3 per cent of total annual emissions .,0,logical_fallacy
Leonardo DiCaprio is just a dumb actor! What does he really know about climate change?!,1,logical_fallacy
Jimmy isn’t at school today. He must be on a family trip.,0,logical_fallacy
Being overweight leads to a shortened lifespan because it's unhealthy.,0,logical_fallacy
"Teachers claim that cell phones distract students, but they only say that because teachers have no lives.",1,logical_fallacy
"In addition , when it was warm , life expanded , whereas when it was cold , life contracted . Over historical times , when it was cold there was human depopulation . When it was warm , economies thrived .",0,logical_fallacy
"For want of a nail the shoe was lost.
For want of a shoe the horse was lost.
For want of a horse the rider was lost.
For want of a rider the battle was lost.
For want of a battle the kingdom was lost.
And all for the want of a nail.
“For Want of a Nail,” medieval proverb",0,logical_fallacy
“against the man;” attacking the individual rather than their position.,1,logical_fallacy
"In the next 50 years , somewhere between 1 to 3 billion people are expected to be inflicted with unbearable heat , according to the study .",0,logical_fallacy
"Mayor: During my previous term as mayor my staff and I spent a great deal of time focusing on our city’s economy, and unemployment reached an all-time high as a result. So clearly you should support my re-election campaign if you are among those still looking for a job.",0,logical_fallacy
"Of course, your minister says he believes in God.  He would be unemployed otherwise.",1,logical_fallacy
"""Every time I forget my lunch bag, school ends early"" is an example of",0,logical_fallacy
"You never even finished law school, so why should I trust you to watch my children?",1,logical_fallacy
"We should go inside; the last time the clouds were that dark, there was a tornado.",0,logical_fallacy
"If someone told you, ""Kyra doesn't know anything about science because she likes weird music,"" what logical fallacy are they using?",1,logical_fallacy
Invoke shared values and principles. They call upon the audience’s sense of right and wrong.,0,logical_fallacy
"a persuasive technique used in media messages that appeals to the ""everyone is doing it"" mentality",0,logical_fallacy
"""You can't give me a D because I'm an A student!""",0,logical_fallacy
"As we 've noted in this space , the idea of `` settled science '' peddled by environmentalists and politicians defies the history of science , which has seen repeated upheavals of previous forms of `` settled science . ''",0,logical_fallacy
You moved the goalposts or made up an exception when your claim was shown to be false.,0,logical_fallacy
Humans have had no detectable impact on hurricanes over the past century . . . . Greenland ’ s ice sheet isn ’ t shrinking any more rapidly today than it was eighty years ago . . . .,0,logical_fallacy
"Climate change didn ’ t make the list . Instead , corruption of politicians was the No . 1 worry .",0,logical_fallacy
"I was just on the phone with a Southerner, and I could barely keep up! All Southerners talk fast.",0,logical_fallacy
"While debating with a friend on which movie would be better to see, you use the argument that your opinion on movies is better because your friend picks their nose, so we shouldn’t trust them because that’s gross. What fallacy have you committed?",1,logical_fallacy
"You must obey the law, because it’s illegal to break the law.",0,logical_fallacy
He can't be a great athlete; he cheated on his wife.,1,logical_fallacy
He begins with a kind of trigger warning for readers who may be shocked by the book ’ s contradiction of four points of climate orthodoxy : “ Heat waves in the US are now no more common than they were in 1900 ” and “ the warmest temperatures in the US have not risen in the past fifty years . . . .,1,logical_fallacy
A mother says that she does not trust her pediatrician because he has never been a mother.,1,logical_fallacy
"The car was built with cheap parts, so it only goes to show that the car will fall apart.",1,logical_fallacy
"Also , the alarmist assertion that polar ice sheets are melting is simply false .",1,logical_fallacy
The report will make hugely depressing reading for all the prominent environmental activists — from the Pope and Doom Goblin Greta Thunberg to the Great Reset ’ s Klaus Schwab — who have been pushing the “ climate emergency ” narrative .,1,logical_fallacy
The latest craze or fad; everyone has to have it.,0,logical_fallacy
"You didn’t even finish high school, how could you possible know about this?",1,logical_fallacy
"I don't think we need to talk to the people in the Justice Department about the practicality of enforcing this bill. The Justice Department is full of Democrats, and they are already biased against it.",1,logical_fallacy
Encourages the audience to become part of a group or act because other people are acting in the same way.,0,logical_fallacy
"""People generally like to walk on the beach. Beaches have sand. Therefore, having sand floors in homes would be a great idea!""",0,logical_fallacy
"“But, Dad, I know you had no curfew when you were my age, so how can you give me a curfew?”",1,logical_fallacy
"Contents of the emails suggested scientists had been hiding or manipulating data , preventing people accessing their figures and working to stop papers critical of their findings from being published .",1,logical_fallacy
Don't be the only one not wearing Nike!,0,logical_fallacy
"NOAA ’ s alteration of its measurement standard and other changes produced a result that could have been predicted : a marginally significant warming trend in the data over the past several years , erasing the temperature plateau that vexed climate alarmists have found difficult to explain .",0,logical_fallacy
Look at that face! Could anyone trust that to run the country?,1,logical_fallacy
"America keeps telling China to be more respecting of journalism, but why don't they stop the American propaganda first?",1,logical_fallacy
"Everyone seems to support the changes in the vacation policy, and if everyone likes them, they must be
good.",0,logical_fallacy
"Oprah Winfrey's diet advice is useless;  she has had problems with maintaining her weight for most of her life, bouncing back and forth between being overweight and slender.",1,logical_fallacy
"While reading how flawed EDF ’ s assertions are , remember these are the very best arguments global warming alarmists can make .",1,logical_fallacy
"Water fluoridation affects the brain. Citywide, student’s test scores began to drop five months after fluoridation began.",0,logical_fallacy
"You think labor unions are good? You know who else liked labor unions? Karl Marx, that’s who.",1,logical_fallacy
"And , can today ’ s climate models be trusted when scientists have misrepresented the data in the past ?",0,logical_fallacy
My job interview did not go well. I'll never get a job.,0,logical_fallacy
"The strongest heat wave ever recorded occurred in July 1936 , generating high temperatures in half of America ’ s 50 states . In 1935 , fossil fuel emissions were 25 times lower than today .",0,logical_fallacy
Compares minor problems with much more serious crimes,0,logical_fallacy
The Bible is filled with stories of God's magic.,0,logical_fallacy
Forty million people won't be wrong. Please buy the latest iPhone 12.,0,logical_fallacy
"""Andrea Dworkin has written several books arguing that the media harms women when it comes to body image. But Dworkin is an ugly, bitter person, so you shouldn't listen to her.""",1,logical_fallacy
"Calling attention to anecdotal incidents of icebergs breaking off the Antarctic ice sheet , while deliberately ignoring the overall growth of the Antarctic ice sheet , is a misleading and favorite tactic of global warming alarmists .",1,logical_fallacy
"Person 1: “I am for raising the minimum wage in our state.” Person 2: “She is for raising the minimum wage, but she is not even smart enough to run a business.",1,logical_fallacy
This theory originally occurred to a scientist in the form of a dream; therefore it cannot be valid.,1,logical_fallacy
"Speaker 1: No fault divorce is really harmful to the family and the larger society.
Speaker 2: Well, you must not really think that since you’re divorced yourself.",1,logical_fallacy
"This type of propaganda implies that since EVERYONE else is buying a product, so should you!",0,logical_fallacy
People who are psychotic act in a bizarre manner. This person acts in a bizarre manner. Therefore: This person is psychotic.,0,logical_fallacy
Senator Lewis says we should not fund the missile attack program. I disagree. I don't know why she wants to leave us defenseless like that.,0,logical_fallacy
Running the government is like running a business. You can’t keep running into debt and expect to be successful.,0,logical_fallacy
Gone are the days when scientists drew a bright line dividing weather and climate .,0,logical_fallacy
"Similarly , another list of the 15 most polluted cities in the world featured three cities from China , three cities from Saudi Arabia , and a whopping seven cities from India .",1,logical_fallacy
"Mom: Remember, dear. Nobody's going to buy the cow if they get the milk for free.
Daughter: You are only saying that because you are my mother.
Daughter: Wait... did you just call me a cow?",1,logical_fallacy
"Recognising that Amanda had committed a fallacy in arguing that we should eat healthy food because a nutritionist said it was popular, Alyse said we should therefore eat bacon double cheeseburgers every day.",0,logical_fallacy
The candidate for mayor was a really bad baseball player in college! Don't vote for him!,1,logical_fallacy
You oppose a senator's proposal to extend government-funded health care to poor minority children because that senator is a liberal Democrat.,1,logical_fallacy
She should not be voted president because she's a liar and a thief.,1,logical_fallacy
"I hear the rain falling outside my window; therefore, the sun is not shining.",0,logical_fallacy
Global warming activists ’ propensity for doing so shows just how little value they place in a truthful debate .,1,logical_fallacy
"Robert Downey Jr. thinks everyone should vote. However, Robert Downey Jr. once went to prison for drug use. So, he's obviously wrong.",1,logical_fallacy
"Not only is paying a higher income tax a patriotic duty, it is also a sacred obligation.",0,logical_fallacy
"Now , you could make a different argument if you want to talk about Greenland or the Arctic . ''",0,logical_fallacy
"The new Lewis and Curry ECS estimate is even lower than their old one , so if we re-did the same study we would find even lower social costs of carbon .",0,logical_fallacy
Only fools are out in public right now. Careful people are staying home.,1,logical_fallacy
"Because the last words spoken by either the pilot or co-pilot were ""Good night, Malaysia Three-Seven-Zero,"" the pilot fell asleep and accidentally crashed the plane into the ocean.",0,logical_fallacy
"Bill: “I believe that abortion is morally wrong.”
Dave: “Of course you would say that, you’re a priest.”
Bill: “What about the arguments I gave to support my position?”
Dave: “Those don’t count. Like I said, you’re a priest, so you have to say that abortion is wrong. Further, you are just a lackey to the Pope, so I can’t believe what you say.”",1,logical_fallacy
"""That's what abortion is - killing innocent humans for money. Abortionists are government licensed hit men.""",1,logical_fallacy
"Hannah argues that because her friend was brainwashed as a child into thinking that people are generally good, people are not generally good.
Name that fallacy:",1,logical_fallacy
"According to my brain, my brain is reliable.",0,logical_fallacy
There ’ s very strange things going on on planet Earth right now . ”,0,logical_fallacy
"company's slogan ""Expect More. Pay Less.""",0,logical_fallacy
"Parent: I really don’t want you to smoke pot. It’s still illegal, and could get you into trouble.
Child: Didn’t you smoke pot when you were my age? You must not think it’s a big deal.",1,logical_fallacy
"As countries get more peaceful in Africa we could lose more tropical forests , which really worries me . ”",0,logical_fallacy
"A book argues that global warming is not actually happening, and cites the research of one environmental scientist who has been studying climate change for several years.",0,logical_fallacy
"My doctor is overweight, so I don't believe anything he tells me about improving my health.",1,logical_fallacy
"The real issue is the arrogance and zealotry found in people who see science not as an ongoing process , but as a religion .",1,logical_fallacy
You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,1,logical_fallacy
"“Your coach’s policy is that no one can be a starter on game day if they miss practice. So, if you miss basketball practice today, you won’t be a starter in Friday’s game. Then you won’t be the first freshman to start on the Varsity basketball team at our school.”'",0,logical_fallacy
"""Bernie Saunders wouldn't make a good president because he looks like a sad muppet.""",1,logical_fallacy
"In addition , they ignore the fact that enriching the atmosphere with CO2 is beneficial . CO2 is plant food , the basis of all life on Earth
CO2 is not a pollutant .",0,logical_fallacy
"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son! He is a good boy who just made a mistake!",0,logical_fallacy
"As soon as the word emissions entered the language and became part of a religious ideology , electricity prices skyrocketed , electricity supply became more unreliable , subsidies for wind and solar energy went through the roof and employers and consumers had massive cost increases .",1,logical_fallacy
He’s just a psychology teacher at a community college,1,logical_fallacy
Jimmy isn't at school today. He must be on a family trip.,0,logical_fallacy
Students never used to have cell phones so they don't need them now.,0,logical_fallacy
But it has little to do with what recent headlines have been saying about the hottest year ever . It is called business as usual .,0,logical_fallacy
"Nicole identified that Hannah had committed a logical fallacy, but instead of addressing the substance of her claim, Hannah accused Nicole of committing a fallacy earlier on in the conversation.",1,logical_fallacy
"In February President Obama said , a little carelessly , that climate change is a greater threat than terrorism .",0,logical_fallacy
"""My three decades of experience in public service, my tireless commitment to the people of this community, and my willingness to reach across the aisle and cooperate with the opposition, make me the ideal candidate for your mayor.""  Which appeal is the primary appeal used in this quote?",0,logical_fallacy
"“The police should stop environmental demonstrators from inconveniencing the general public. We pay our taxes.”
“Surely global meltdown is infinitely worse than a little inconvenience?”",0,logical_fallacy
"For decades , these models have projected dramatic warming from small , fossil-fueled increases in atmospheric concentrations of carbon dioxide , with catastrophic consequences .",0,logical_fallacy
"Mother: You should stop smoking. It's harmful to your health.
Daughter: Why should I listen to you? You started smoking when you were 16!",1,logical_fallacy
"If we let the government implant tracking devices in criminals, it's not going to stop there! They're going to want to track us at work, our school children, and then eventually everyone!",0,logical_fallacy
